Location,Mobile,Action,Date,Time,Points Awarded,Total Points,License Plate
OptSpot Car Wash - Main St,5550782824,CHECKIN,2026-04-19,11:10:50,10,10,WUM1233
OptSpot Car Wash - Main St,5550765179,CHECKIN,2026-04-19,11:13:08,10,60,LDX1291
OptSpot Car Wash - Main St,5550088914,CHECKIN,2026-04-19,11:14:15,10,100,HRQ1530
OptSpot Car Wash - Main St,5550286436,CHECKIN,2026-04-19,11:34:35,10,20,FNI1816
OptSpot Car Wash - Main St,5550476919,CHECKIN,2026-04-19,11:49:19,10,120,CGD6622
OptSpot Car Wash - Main St,5550707617,CHECKIN,2026-04-19,11:53:27,10,290,GAW9198
OptSpot Car Wash - Main St,5550637846,REDEEM,2026-04-19,12:13:28,-50,0,DDQ9590
OptSpot Car Wash - Main St,5550121886,CHECKIN,2026-04-19,12:20:27,10,20,RSM8361
OptSpot Car Wash - Main St,5550289666,CHECKIN,2026-04-19,12:23:09,10,170,UWI8318
OptSpot Car Wash - Main St,5550856572,CHECKIN,2026-04-19,12:44:24,10,10,FPW0854
OptSpot Car Wash - Main St,5550395129,CHECKIN,2026-04-19,12:57:58,10,20,IEX5608
OptSpot Car Wash - Main St,5550515633,CHECKIN,2026-04-19,13:06:50,10,20,BQB2444
OptSpot Car Wash - Main St,5550643378,CHECKIN,2026-04-19,13:21:16,10,50,ROP4381
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-04-19,13:21:37,10,375,EAS4315
OptSpot Car Wash - Main St,5550577596,BONUS,2026-04-19,13:38:35,50,265,AKF1858
OptSpot Car Wash - Main St,5550700005,CHECKIN,2026-04-19,14:41:00,10,210,NOI7251
OptSpot Car Wash - Main St,5550856113,CHECKIN,2026-04-19,14:42:02,10,30,AFB6941
OptSpot Car Wash - Main St,5550049161,CHECKIN,2026-04-19,15:02:23,10,70,ZYR8592
OptSpot Car Wash - Main St,5550916043,CHECKIN,2026-04-19,16:08:38,10,165,RTW0842
OptSpot Car Wash - Main St,5550422179,REDEEM,2026-04-19,16:33:30,-50,85,SUC3139
OptSpot Car Wash - Main St,5550643378,BONUS,2026-04-19,16:37:55,25,75,ROP4381
OptSpot Car Wash - Main St,5550704314,CHECKIN,2026-04-19,16:58:08,10,10,QLN1982
OptSpot Car Wash - Main St,5550487455,CHECKIN,2026-04-19,17:04:18,10,140,LTG4022
OptSpot Car Wash - Main St,5550868524,CHECKIN,2026-04-19,17:09:00,10,20,NMO7780
OptSpot Car Wash - Main St,5550280464,CHECKIN,2026-04-19,17:11:54,10,10,LDB6293
OptSpot Car Wash - Main St,5550121886,CHECKIN,2026-04-19,17:12:20,10,30,RSM8361
OptSpot Car Wash - Main St,5550408396,CHECKIN,2026-04-19,17:19:44,10,40,XPS9432
OptSpot Car Wash - Main St,5550672464,CHECKIN,2026-04-19,17:37:03,10,80,OMY8261
OptSpot Car Wash - Main St,5550700005,BONUS,2026-04-19,17:46:59,50,260,NOI7251
OptSpot Car Wash - Main St,5550416359,CHECKIN,2026-04-19,17:47:15,10,100,WBA1275
OptSpot Car Wash - Main St,5550790785,CHECKIN,2026-04-19,18:29:41,10,30,ZWS6511
OptSpot Car Wash - Main St,5550280464,REDEEM,2026-04-19,18:30:46,-50,0,LDB6293
OptSpot Car Wash - Main St,5550526930,CHECKIN,2026-04-19,18:43:25,10,10,YXU1923
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-04-19,18:58:38,10,385,EAS4315
OptSpot Car Wash - Main St,5550719425,CHECKIN,2026-04-19,19:30:32,10,20,CSL1323
OptSpot Car Wash - Main St,5550711163,CHECKIN,2026-04-19,20:14:06,10,300,RMR0744
OptSpot Car Wash - Main St,5550197636,CHECKIN,2026-04-19,20:18:33,10,20,YSC6868
OptSpot Car Wash - Main St,5550813875,CHECKIN,2026-04-19,20:40:54,10,30,HHB6878
OptSpot Car Wash - Main St,5550077767,BONUS,2026-04-19,20:47:51,50,50,LRI9032
OptSpot Car Wash - Main St,5550812085,BONUS,2026-04-20,07:11:51,50,50,IPU5482
OptSpot Car Wash - Main St,5550970342,BONUS,2026-04-20,07:33:22,25,100,QOR0916
OptSpot Car Wash - Main St,5550030271,CHECKIN,2026-04-20,08:19:27,10,140,ZPG2594
OptSpot Car Wash - Main St,5550344207,CHECKIN,2026-04-20,09:27:52,10,10,HBU5753
OptSpot Car Wash - Main St,5550430749,CHECKIN,2026-04-20,09:35:46,10,20,TVB5194
OptSpot Car Wash - Main St,5550500149,CHECKIN,2026-04-20,09:49:31,10,30,AJT6865
OptSpot Car Wash - Main St,5550346859,CHECKIN,2026-04-20,11:14:20,10,170,JLH3777
OptSpot Car Wash - Main St,5550348048,CHECKIN,2026-04-20,11:15:31,10,40,HUL6553
OptSpot Car Wash - Main St,5550856572,CHECKIN,2026-04-20,12:15:48,10,20,FPW0854
OptSpot Car Wash - Main St,5550832463,CHECKIN,2026-04-20,12:43:43,10,10,QBV8189
OptSpot Car Wash - Main St,5550798975,CHECKIN,2026-04-20,12:53:09,10,10,EXW4889
OptSpot Car Wash - Main St,5550190217,CHECKIN,2026-04-20,12:59:41,10,75,WOK2324
OptSpot Car Wash - Main St,5550801280,CHECKIN,2026-04-20,13:00:58,10,105,GIA7055
OptSpot Car Wash - Main St,5550130394,CHECKIN,2026-04-20,13:28:36,10,95,MHK4460
OptSpot Car Wash - Main St,5550430749,CHECKIN,2026-04-20,13:54:00,10,30,TVB5194
OptSpot Car Wash - Main St,5550864998,CHECKIN,2026-04-20,14:05:19,10,10,ZRO6770
OptSpot Car Wash - Main St,5550790785,CHECKIN,2026-04-20,14:59:27,10,40,ZWS6511
OptSpot Car Wash - Main St,5550707617,CHECKIN,2026-04-20,15:58:26,10,300,GAW9198
OptSpot Car Wash - Main St,5550715894,CHECKIN,2026-04-20,16:01:24,10,110,ZWD5697
OptSpot Car Wash - Main St,5550633039,BONUS,2026-04-20,16:19:53,25,35,GCZ9424
OptSpot Car Wash - Main St,5550416359,CHECKIN,2026-04-20,16:35:18,10,110,WBA1275
OptSpot Car Wash - Main St,5550540310,BONUS,2026-04-20,16:38:36,25,185,IKC2303
OptSpot Car Wash - Main St,5550296451,CHECKIN,2026-04-20,16:48:54,10,10,SLR4334
OptSpot Car Wash - Main St,5550765179,CHECKIN,2026-04-20,17:23:01,10,70,LDX1291
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-04-20,17:34:51,10,110,NQQ8817
OptSpot Car Wash - Main St,5550388162,CHECKIN,2026-04-20,18:05:10,10,100,JRS1169
OptSpot Car Wash - Main St,5550312886,CHECKIN,2026-04-20,18:47:42,10,20,OCZ4662
OptSpot Car Wash - Main St,5550007540,CHECKIN,2026-04-20,19:23:18,10,335,BQF0514
OptSpot Car Wash - Main St,5550861722,CHECKIN,2026-04-20,20:05:57,10,20,AIG3456
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-04-20,20:36:49,10,120,NQQ8817
OptSpot Car Wash - Main St,5550422179,CHECKIN,2026-04-21,07:17:42,10,95,SUC3139
OptSpot Car Wash - Main St,5550296451,CHECKIN,2026-04-21,09:36:29,10,20,SLR4334
OptSpot Car Wash - Main St,5550540310,BONUS,2026-04-21,10:18:27,25,210,IKC2303
OptSpot Car Wash - Main St,5550672464,CHECKIN,2026-04-21,11:23:06,10,90,OMY8261
OptSpot Car Wash - Main St,5550700005,CHECKIN,2026-04-21,11:41:22,10,270,NOI7251
OptSpot Car Wash - Main St,5550430749,CHECKIN,2026-04-21,11:58:40,10,40,TVB5194
OptSpot Car Wash - Main St,5550524369,CHECKIN,2026-04-21,12:05:52,10,95,BBS7761
OptSpot Car Wash - Main St,5550995109,CHECKIN,2026-04-21,12:35:29,10,30,WLR9783
OptSpot Car Wash - Main St,5550197636,REDEEM,2026-04-21,13:33:48,-100,0,YSC6868
OptSpot Car Wash - Main St,5550098246,CHECKIN,2026-04-21,14:35:03,10,10,FNA3257
OptSpot Car Wash - Main St,5550222086,BONUS,2026-04-21,15:17:43,25,195,YTR5107
OptSpot Car Wash - Main St,5550813875,CHECKIN,2026-04-21,16:31:03,10,40,HHB6878
OptSpot Car Wash - Main St,5550700005,CHECKIN,2026-04-21,16:34:30,10,280,NOI7251
OptSpot Car Wash - Main St,5550269761,CHECKIN,2026-04-21,16:40:06,10,10,SAI4833
OptSpot Car Wash - Main St,5550306327,CHECKIN,2026-04-21,16:41:15,10,90,SDW8042
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-04-21,17:02:09,10,395,EAS4315
OptSpot Car Wash - Main St,5550750827,CHECKIN,2026-04-21,17:47:59,10,30,ULH0717
OptSpot Car Wash - Main St,5550864998,BONUS,2026-04-21,18:44:26,50,60,ZRO6770
OptSpot Car Wash - Main St,5550224130,CHECKIN,2026-04-21,19:37:35,10,10,WXE0035
OptSpot Car Wash - Main St,5550296451,CHECKIN,2026-04-21,19:56:14,10,30,SLR4334
OptSpot Car Wash - Main St,5550798975,CHECKIN,2026-04-21,20:07:15,10,20,EXW4889
OptSpot Car Wash - Main St,5550344207,CHECKIN,2026-04-21,20:17:12,10,20,HBU5753
OptSpot Car Wash - Main St,5550700005,REDEEM,2026-04-22,09:33:23,-50,230,NOI7251
OptSpot Car Wash - Main St,5550104555,CHECKIN,2026-04-22,10:40:37,10,10,NLS6717
OptSpot Car Wash - Main St,5550969209,CHECKIN,2026-04-22,11:03:02,10,10,UGC6955
OptSpot Car Wash - Main St,5550771476,CHECKIN,2026-04-22,11:43:18,10,20,OTB9571
OptSpot Car Wash - Main St,5550455884,BONUS,2026-04-22,11:59:06,50,445,EAS4315
OptSpot Car Wash - Main St,5550577086,CHECKIN,2026-04-22,12:04:19,10,105,ZEQ7793
OptSpot Car Wash - Main St,5550190217,CHECKIN,2026-04-22,12:34:40,10,85,WOK2324
OptSpot Car Wash - Main St,5550118959,REFERRAL,2026-04-22,12:42:49,100,150,AEN9202
OptSpot Car Wash - Main St,5550990957,CHECKIN,2026-04-22,13:17:58,10,20,WXO6049
OptSpot Car Wash - Main St,5550801280,CHECKIN,2026-04-22,13:28:14,10,115,GIA7055
OptSpot Car Wash - Main St,5550430749,CHECKIN,2026-04-22,13:33:12,10,50,TVB5194
OptSpot Car Wash - Main St,5550318635,CHECKIN,2026-04-22,14:35:29,10,10,HLP5279
OptSpot Car Wash - Main St,5550526930,BONUS,2026-04-22,16:53:35,25,35,YXU1923
OptSpot Car Wash - Main St,5550813875,CHECKIN,2026-04-22,17:24:25,10,50,HHB6878
OptSpot Car Wash - Main St,5550584929,CHECKIN,2026-04-22,17:41:58,10,100,YTF8341
OptSpot Car Wash - Main St,5550582144,REDEEM,2026-04-22,18:07:34,-50,0,TRQ8041
OptSpot Car Wash - Main St,5550723270,CHECKIN,2026-04-22,18:17:36,10,10,LLS5776
OptSpot Car Wash - Main St,5550778325,CHECKIN,2026-04-22,18:34:51,10,10,SXR8017
OptSpot Car Wash - Main St,5550430749,REDEEM,2026-04-22,18:40:02,-50,0,TVB5194
OptSpot Car Wash - Main St,5550746385,CHECKIN,2026-04-22,19:26:27,10,60,SSE5922
OptSpot Car Wash - Main St,5550395129,CHECKIN,2026-04-22,20:00:55,10,30,IEX5608
OptSpot Car Wash - Main St,5550190217,REDEEM,2026-04-22,20:06:45,-100,0,WOK2324
OptSpot Car Wash - Main St,5550916043,CHECKIN,2026-04-22,20:38:59,10,175,RTW0842
OptSpot Car Wash - Main St,5550211976,CHECKIN,2026-04-23,07:04:59,10,40,ODI8525
OptSpot Car Wash - Main St,5550403380,CHECKIN,2026-04-23,08:26:03,10,30,WCJ5881
OptSpot Car Wash - Main St,5550526169,CHECKIN,2026-04-23,09:24:12,10,30,XVG7894
OptSpot Car Wash - Main St,5550922446,BONUS,2026-04-23,10:48:20,25,70,TER9107
OptSpot Car Wash - Main St,5550798207,BONUS,2026-04-23,11:19:17,25,305,WHY6906
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-04-23,11:23:51,10,130,NQQ8817
OptSpot Car Wash - Main St,5550296451,CHECKIN,2026-04-23,11:29:26,10,40,SLR4334
OptSpot Car Wash - Main St,5550430749,CHECKIN,2026-04-23,12:00:09,10,10,TVB5194
OptSpot Car Wash - Main St,5550144789,CHECKIN,2026-04-23,12:00:59,10,30,NOZ7837
OptSpot Car Wash - Main St,5550781369,CHECKIN,2026-04-23,12:01:46,10,20,MXH3770
OptSpot Car Wash - Main St,5550430749,BONUS,2026-04-23,12:02:31,50,60,TVB5194
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-04-23,12:18:17,10,140,NQQ8817
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-04-23,12:20:30,10,150,NQQ8817
OptSpot Car Wash - Main St,5550577596,CHECKIN,2026-04-23,12:42:03,10,275,AKF1858
OptSpot Car Wash - Main St,5550732052,CHECKIN,2026-04-23,12:55:55,10,60,KHF5514
OptSpot Car Wash - Main St,5550577086,CHECKIN,2026-04-23,12:59:16,10,115,ZEQ7793
OptSpot Car Wash - Main St,5550614953,BONUS,2026-04-23,13:32:31,50,190,YOR6730
OptSpot Car Wash - Main St,5550010644,CHECKIN,2026-04-23,14:43:54,10,60,NEG6658
OptSpot Car Wash - Main St,5550855662,REDEEM,2026-04-23,14:47:10,-100,0,BTT2103
OptSpot Car Wash - Main St,5550430749,CHECKIN,2026-04-23,15:29:15,10,70,TVB5194
OptSpot Car Wash - Main St,5550700005,CHECKIN,2026-04-23,15:56:44,10,240,NOI7251
OptSpot Car Wash - Main St,5550286193,CHECKIN,2026-04-23,16:31:05,10,200,LAI6624
OptSpot Car Wash - Main St,5550865322,CHECKIN,2026-04-23,16:42:09,10,20,WCY9449
OptSpot Car Wash - Main St,5550719425,CHECKIN,2026-04-23,16:46:28,10,30,CSL1323
OptSpot Car Wash - Main St,5550700005,CHECKIN,2026-04-23,16:50:35,10,250,NOI7251
OptSpot Car Wash - Main St,5550476919,CHECKIN,2026-04-23,17:00:59,10,130,CGD6622
OptSpot Car Wash - Main St,5550995230,CHECKIN,2026-04-23,17:06:10,10,80,HZD6818
OptSpot Car Wash - Main St,5550371496,CHECKIN,2026-04-23,17:14:51,10,45,RWR4331
OptSpot Car Wash - Main St,5550345705,REDEEM,2026-04-23,17:41:00,-50,0,CRH9874
OptSpot Car Wash - Main St,5550577086,CHECKIN,2026-04-23,18:36:42,10,125,ZEQ7793
OptSpot Car Wash - Main St,5550582144,CHECKIN,2026-04-23,19:02:02,10,10,TRQ8041
OptSpot Car Wash - Main St,5550030271,CHECKIN,2026-04-23,19:50:43,10,150,ZPG2594
OptSpot Car Wash - Main St,5550515633,CHECKIN,2026-04-23,19:53:11,10,30,BQB2444
OptSpot Car Wash - Main St,5550277746,CHECKIN,2026-04-23,19:54:44,10,45,DTO9577
OptSpot Car Wash - Main St,5550190556,BONUS,2026-04-23,19:59:50,25,35,BJF5355
OptSpot Car Wash - Main St,5550614953,CHECKIN,2026-04-23,20:33:24,10,200,YOR6730
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-04-24,07:13:10,10,455,EAS4315
OptSpot Car Wash - Main St,5550692282,REDEEM,2026-04-24,07:17:12,-100,0,NKH9121
OptSpot Car Wash - Main St,5550682139,CHECKIN,2026-04-24,07:17:56,10,150,FZI0969
OptSpot Car Wash - Main St,5550622795,CHECKIN,2026-04-24,07:40:57,10,210,APS0797
OptSpot Car Wash - Main St,5550286090,CHECKIN,2026-04-24,07:58:01,10,10,FCE7518
OptSpot Car Wash - Main St,5550442666,CHECKIN,2026-04-24,08:49:55,10,10,PKP7668
OptSpot Car Wash - Main St,5550190217,CHECKIN,2026-04-24,08:56:43,10,10,WOK2324
OptSpot Car Wash - Main St,5550419902,REDEEM,2026-04-24,09:25:40,-50,0,NKI5562
OptSpot Car Wash - Main St,5550797615,REDEEM,2026-04-24,09:47:11,-50,5,JOI7642
OptSpot Car Wash - Main St,5550339320,REDEEM,2026-04-24,10:34:37,-100,70,YAJ7319
OptSpot Car Wash - Main St,5550190217,CHECKIN,2026-04-24,11:11:40,10,20,WOK2324
OptSpot Car Wash - Main St,5550515633,CHECKIN,2026-04-24,11:15:48,10,40,BQB2444
OptSpot Car Wash - Main St,5550993508,CHECKIN,2026-04-24,11:27:35,10,80,YXV4105
OptSpot Car Wash - Main St,5550812085,CHECKIN,2026-04-24,14:35:11,10,60,IPU5482
OptSpot Car Wash - Main St,5550306327,CHECKIN,2026-04-24,15:07:49,10,100,SDW8042
OptSpot Car Wash - Main St,5550349555,CHECKIN,2026-04-24,15:12:52,10,10,CRX5082
OptSpot Car Wash - Main St,5550700005,CHECKIN,2026-04-24,15:20:59,10,260,NOI7251
OptSpot Car Wash - Main St,5550422179,CHECKIN,2026-04-24,15:25:43,10,105,SUC3139
OptSpot Car Wash - Main St,5550098246,CHECKIN,2026-04-24,17:02:31,10,20,FNA3257
OptSpot Car Wash - Main St,5550371496,CHECKIN,2026-04-24,17:49:50,10,55,RWR4331
OptSpot Car Wash - Main St,5550348048,CHECKIN,2026-04-24,18:01:32,10,50,HUL6553
OptSpot Car Wash - Main St,5550383713,CHECKIN,2026-04-24,18:01:53,10,30,BBO5939
OptSpot Car Wash - Main St,5550700005,CHECKIN,2026-04-24,18:26:09,10,270,NOI7251
OptSpot Car Wash - Main St,5550278085,CHECKIN,2026-04-24,18:52:37,10,10,YUH9105
OptSpot Car Wash - Main St,5550607727,CHECKIN,2026-04-24,19:02:53,10,30,JDX5352
OptSpot Car Wash - Main St,5550296451,CHECKIN,2026-04-24,19:23:53,10,50,SLR4334
OptSpot Car Wash - Main St,5550714220,CHECKIN,2026-04-24,20:27:02,10,10,YOQ5295
OptSpot Car Wash - Main St,5550995230,CHECKIN,2026-04-24,20:45:54,10,90,HZD6818
OptSpot Car Wash - Main St,5550700005,BONUS,2026-04-25,07:07:58,25,295,NOI7251
OptSpot Car Wash - Main St,5550277746,BONUS,2026-04-25,07:12:08,50,95,DTO9577
OptSpot Car Wash - Main St,5550010644,CHECKIN,2026-04-25,07:28:00,10,70,NEG6658
OptSpot Car Wash - Main St,5550855662,CHECKIN,2026-04-25,07:32:50,10,10,BTT2103
OptSpot Car Wash - Main St,5550526930,REFERRAL,2026-04-25,07:58:44,100,135,YXU1923
OptSpot Car Wash - Main St,5550452248,BONUS,2026-04-25,08:06:52,50,50,BRI5143
OptSpot Car Wash - Main St,5550771476,CHECKIN,2026-04-25,08:24:38,10,30,OTB9571
OptSpot Car Wash - Main St,5550855662,CHECKIN,2026-04-25,08:48:02,10,20,BTT2103
OptSpot Car Wash - Main St,5550678998,REDEEM,2026-04-25,08:55:35,-50,70,IWV1729
OptSpot Car Wash - Main St,5550643378,CHECKIN,2026-04-25,09:26:04,10,85,ROP4381
OptSpot Car Wash - Main St,5550162471,CHECKIN,2026-04-25,09:40:44,10,95,CVC8843
OptSpot Car Wash - Main St,5550479441,CHECKIN,2026-04-25,10:36:47,10,20,ZFJ0828
OptSpot Car Wash - Main St,5550190217,CHECKIN,2026-04-25,10:43:17,10,30,WOK2324
OptSpot Car Wash - Main St,5550278085,CHECKIN,2026-04-25,10:49:25,10,20,YUH9105
OptSpot Car Wash - Main St,5550707160,REFERRAL,2026-04-25,10:51:52,100,245,TEW6643
OptSpot Car Wash - Main St,5550781369,CHECKIN,2026-04-25,11:01:33,10,30,MXH3770
OptSpot Car Wash - Main St,5550700005,CHECKIN,2026-04-25,11:09:46,10,305,NOI7251
OptSpot Car Wash - Main St,5550714220,CHECKIN,2026-04-25,11:36:25,10,20,YOQ5295
OptSpot Car Wash - Main St,5550098246,CHECKIN,2026-04-25,11:40:26,10,30,FNA3257
OptSpot Car Wash - Main St,5550430749,CHECKIN,2026-04-25,12:01:18,10,80,TVB5194
OptSpot Car Wash - Main St,5550452248,CHECKIN,2026-04-25,12:08:00,10,60,BRI5143
OptSpot Car Wash - Main St,5550860408,CHECKIN,2026-04-25,12:28:47,10,10,ASV9501
OptSpot Car Wash - Main St,5550162471,REDEEM,2026-04-25,12:41:13,-100,0,CVC8843
OptSpot Car Wash - Main St,5550843776,BONUS,2026-04-25,12:45:58,50,60,UKL0981
OptSpot Car Wash - Main St,5550190217,CHECKIN,2026-04-25,12:51:45,10,40,WOK2324
OptSpot Car Wash - Main St,5550317212,CHECKIN,2026-04-25,12:56:14,10,10,PZR0128
OptSpot Car Wash - Main St,5550121035,CHECKIN,2026-04-25,13:42:46,10,45,XTE4616
OptSpot Car Wash - Main St,5550999914,REFERRAL,2026-04-25,14:18:00,100,465,DXB1398
OptSpot Car Wash - Main St,5550190217,CHECKIN,2026-04-25,14:30:51,10,50,WOK2324
OptSpot Car Wash - Main St,5550121035,CHECKIN,2026-04-25,15:03:10,10,55,XTE4616
OptSpot Car Wash - Main St,5550161745,CHECKIN,2026-04-25,15:16:58,10,130,EVU2712
OptSpot Car Wash - Main St,5550383713,CHECKIN,2026-04-25,15:37:29,10,40,BBO5939
OptSpot Car Wash - Main St,5550383542,BONUS,2026-04-25,15:44:05,25,35,CKG2024
OptSpot Car Wash - Main St,5550781369,CHECKIN,2026-04-25,15:46:48,10,40,MXH3770
OptSpot Car Wash - Main St,5550190217,CHECKIN,2026-04-25,15:53:56,10,60,WOK2324
OptSpot Car Wash - Main St,5550349555,CHECKIN,2026-04-25,16:32:32,10,20,CRX5082
OptSpot Car Wash - Main St,5550707160,CHECKIN,2026-04-25,16:34:54,10,255,TEW6643
OptSpot Car Wash - Main St,5550781369,CHECKIN,2026-04-25,16:37:09,10,50,MXH3770
OptSpot Car Wash - Main St,5550250405,CHECKIN,2026-04-25,16:37:44,10,165,OGU0715
OptSpot Car Wash - Main St,5550190217,CHECKIN,2026-04-25,16:41:08,10,70,WOK2324
OptSpot Car Wash - Main St,5550916043,CHECKIN,2026-04-25,16:56:46,10,185,RTW0842
OptSpot Car Wash - Main St,5550856572,CHECKIN,2026-04-25,17:02:42,10,30,FPW0854
OptSpot Car Wash - Main St,5550344207,CHECKIN,2026-04-25,17:05:22,10,30,HBU5753
OptSpot Car Wash - Main St,5550707160,BONUS,2026-04-25,17:07:04,25,280,TEW6643
OptSpot Car Wash - Main St,5550856113,CHECKIN,2026-04-25,17:09:26,10,40,AFB6941
OptSpot Car Wash - Main St,5550487455,CHECKIN,2026-04-25,17:10:49,10,150,LTG4022
OptSpot Car Wash - Main St,5550296451,CHECKIN,2026-04-25,17:33:44,10,60,SLR4334
OptSpot Car Wash - Main St,5550450961,CHECKIN,2026-04-25,17:35:31,10,20,LFI7430
OptSpot Car Wash - Main St,5550383713,CHECKIN,2026-04-25,18:03:43,10,50,BBO5939
OptSpot Car Wash - Main St,5550500149,CHECKIN,2026-04-25,18:43:59,10,40,AJT6865
OptSpot Car Wash - Main St,5550801280,CHECKIN,2026-04-25,18:55:56,10,125,GIA7055
OptSpot Car Wash - Main St,5550769440,REDEEM,2026-04-25,18:58:38,-50,100,NQQ8817
OptSpot Car Wash - Main St,5550709570,REFERRAL,2026-04-25,19:15:47,100,110,TOP0520
OptSpot Car Wash - Main St,5550960632,CHECKIN,2026-04-25,19:31:56,10,40,YJF2188
OptSpot Car Wash - Main St,5550797615,CHECKIN,2026-04-25,20:20:29,10,15,JOI7642
OptSpot Car Wash - Main St,5550557772,CHECKIN,2026-04-25,20:51:39,10,40,JFL2541
OptSpot Car Wash - Main St,5550801280,CHECKIN,2026-04-25,20:54:02,10,135,GIA7055
OptSpot Car Wash - Main St,5550161745,CHECKIN,2026-04-25,20:56:29,10,140,EVU2712
OptSpot Car Wash - Main St,5550765179,CHECKIN,2026-04-26,07:11:11,10,80,LDX1291
OptSpot Car Wash - Main St,5550769440,BONUS,2026-04-26,07:33:48,50,150,NQQ8817
OptSpot Car Wash - Main St,5550813875,CHECKIN,2026-04-26,07:37:00,10,60,HHB6878
OptSpot Car Wash - Main St,5550452248,CHECKIN,2026-04-26,07:39:23,10,70,BRI5143
OptSpot Car Wash - Main St,5550856572,CHECKIN,2026-04-26,08:38:18,10,40,FPW0854
OptSpot Car Wash - Main St,5550280464,BONUS,2026-04-26,08:47:43,50,50,LDB6293
OptSpot Car Wash - Main St,5550526930,CHECKIN,2026-04-26,09:48:12,10,145,YXU1923
OptSpot Car Wash - Main St,5550098246,CHECKIN,2026-04-26,10:09:31,10,40,FNA3257
OptSpot Car Wash - Main St,5550349555,CHECKIN,2026-04-26,10:13:27,10,30,CRX5082
OptSpot Car Wash - Main St,5550801280,CHECKIN,2026-04-26,10:23:09,10,145,GIA7055
OptSpot Car Wash - Main St,5550500149,CHECKIN,2026-04-26,10:48:38,10,50,AJT6865
OptSpot Car Wash - Main St,5550252673,CHECKIN,2026-04-26,11:02:25,10,20,WHS7586
OptSpot Car Wash - Main St,5550190217,BONUS,2026-04-26,11:09:23,25,95,WOK2324
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-04-26,11:11:45,10,465,EAS4315
OptSpot Car Wash - Main St,5550765179,CHECKIN,2026-04-26,11:31:45,10,90,LDX1291
OptSpot Car Wash - Main St,5550840886,CHECKIN,2026-04-26,11:38:26,10,20,JQQ2240
OptSpot Car Wash - Main St,5550813875,CHECKIN,2026-04-26,12:11:42,10,70,HHB6878
OptSpot Car Wash - Main St,5550659827,CHECKIN,2026-04-26,12:29:10,10,20,AMZ9477
OptSpot Car Wash - Main St,5550678998,CHECKIN,2026-04-26,12:29:37,10,80,IWV1729
OptSpot Car Wash - Main St,5550847903,CHECKIN,2026-04-26,12:40:02,10,10,UXF9345
OptSpot Car Wash - Main St,5550532323,CHECKIN,2026-04-26,12:43:30,10,20,PDT8837
OptSpot Car Wash - Main St,5550765179,CHECKIN,2026-04-26,13:58:22,10,100,LDX1291
OptSpot Car Wash - Main St,5550856572,BONUS,2026-04-26,14:11:20,25,65,FPW0854
OptSpot Car Wash - Main St,5550856795,REDEEM,2026-04-26,14:43:38,-50,10,OYC2200
OptSpot Car Wash - Main St,5550296745,REDEEM,2026-04-26,15:52:23,-100,50,ZVH5912
OptSpot Car Wash - Main St,5550801280,CHECKIN,2026-04-26,16:19:50,10,155,GIA7055
OptSpot Car Wash - Main St,5550855662,CHECKIN,2026-04-26,16:22:52,10,30,BTT2103
OptSpot Car Wash - Main St,5550190217,CHECKIN,2026-04-26,16:30:18,10,105,WOK2324
OptSpot Car Wash - Main St,5550286193,CHECKIN,2026-04-26,16:34:25,10,210,LAI6624
OptSpot Car Wash - Main St,5550940790,CHECKIN,2026-04-26,16:36:44,10,10,EWL4050
OptSpot Car Wash - Main St,5550430749,CHECKIN,2026-04-26,16:46:56,10,90,TVB5194
OptSpot Car Wash - Main St,5550847903,CHECKIN,2026-04-26,16:57:10,10,20,UXF9345
OptSpot Car Wash - Main St,5550098246,CHECKIN,2026-04-26,16:59:04,10,50,FNA3257
OptSpot Car Wash - Main St,5550960632,CHECKIN,2026-04-26,17:15:39,10,50,YJF2188
OptSpot Car Wash - Main St,5550700005,CHECKIN,2026-04-26,17:22:38,10,315,NOI7251
OptSpot Car Wash - Main St,5550856113,REFERRAL,2026-04-26,17:24:11,100,140,AFB6941
OptSpot Car Wash - Main St,5550831016,BONUS,2026-04-26,17:37:22,25,25,EEP6267
OptSpot Car Wash - Main St,5550860408,REDEEM,2026-04-26,17:46:53,-100,0,ASV9501
OptSpot Car Wash - Main St,5550753305,CHECKIN,2026-04-26,17:50:53,10,10,MEF0958
OptSpot Car Wash - Main St,5550707160,CHECKIN,2026-04-26,17:56:42,10,290,TEW6643
OptSpot Car Wash - Main St,5550579364,CHECKIN,2026-04-26,18:03:07,10,130,DDI0653
OptSpot Car Wash - Main St,5550007540,BONUS,2026-04-26,18:09:19,25,360,BQF0514
OptSpot Car Wash - Main St,5550162471,CHECKIN,2026-04-26,18:35:24,10,10,CVC8843
